tcp.analysis.ack_rtt
0
0
0
0
0.066911
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.041213
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.060335
0
0.084525
0
0.072381
0
0.085216
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.072381
0
0.085216
0
0
0
0
0
0.058872
0
0
0
0
0
0
0
0
0
0
0
0
0
0.072381
0.085216
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.095421
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.051262
0.051256
0
0
0
0
0
0
0
0
0.229276
0
0
0
0
0
0
0
0
0
0
0
0
0
0.050075
0.044229
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.03533
0
0.036813
0
0
0
0
0
0.038323
0.0423
0.046282
0.032925
0.042149
0.03919
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.047284
0
0
0.051256
0
0
0
0
0
0
0
0
0
0
0
0.03533
0
0
0
0
0.0423
0.046282
0.038323
0.032925
0.042149
0
0
0
0
0
0
0.044229
0.051262
0.050075
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.045681
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.024991
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.048915
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.05107
0
0.041246
0
0
0.044229
0
0
0
0
0.060255
0.036813
0
0
0
0
0
0.042636
0
0
0
0
0
0.024991
0
0
0
0
0.01904
0
0
0
0
0.044089
0
0
0
0
0
0.020532
0.071906
0
0
0
0
0
0
0.052956
0
0
0
0
0
0
0.022872
0.032054
0
0
0.045587
0
0
0
0.036813
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.044229
0
0
0
0
0
0.017861
0
0
0
0
0
0
0
0
0
0
0.045681
0
0
0
0
0
0
0.071205
0.097352
0
0
0
0
0
0
0.014738
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.023591
0
0
0
0
0
0
0
0
0.019077
0
0
0
0
0
0
0
0
0
0.044229
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.071205
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.071205
0
0
0
0
0
0.030876
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.095421
0
0
0
0
0.039707
0
0
0
0
0.042453
0
0.227984
0
0
0
0
0
0
0
0
0
0
0
0
0.045681
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.016201
0
0
0
0
0.039707
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.038309
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.041201
0.046641
0.049293
0.049013
0.046883
0.046899
0.047
0.047013
0.047287
0.108344
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.044229
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
